datetime,battery_voltage,battery_current,battery_state_of_charge,battery_temperature_1,battery_temperature_2
12/23/2022 7:35,46.02999878,-33.59999847,,25.70000076,
12/23/2022 7:40,,,0.680000007,,14.69999981
12/23/2022 7:45,46.18000031,-24.79999924,,25.70000076,
12/23/2022 7:50,,,0.670000017,,15.10000038
12/23/2022 7:55,46.34000015,-16,,25.60000038,
12/23/2022 8:00,,,0.670000017,,15.5
12/23/2022 8:05,46.52999878,-10.19999981,,25.5,
12/23/2022 8:10,,,0.670000017,,16.10000038
12/23/2022 8:15,46.84000015,0,,25.5,
12/23/2022 8:20,,,0.670000017,,16.60000038
12/23/2022 8:25,47.45999908,11.80000019,,25.5,
12/23/2022 8:30,,,0.670000017,,17.10000038
12/23/2022 8:35,47.95999908,13.19999981,,25.5,
12/23/2022 8:40,,,0.670000017,,17.70000076
12/23/2022 8:45,48.43999863,23.39999962,,25.39999962,
12/23/2022 8:50,,,0.680000007,,18.20000076
12/23/2022 8:55,49,44,,25.5,
12/23/2022 9:00,,,0.680000007,,18.89999962
12/23/2022 9:05,49.20000076,48.40000153,,25.5,
12/23/2022 9:10,,,0.680000007,,19.89999962
12/23/2022 9:15,49.52999878,60,,25.5,
12/23/2022 9:20,,,0.680000007,,20.89999962
12/23/2022 9:25,49.75999832,66,,25.39999962,
12/23/2022 9:30,,,0.689999998,,22
12/23/2022 9:35,49.95999908,77.59999847,,25.5,
12/23/2022 9:40,,,0.689999998,,24.5
12/23/2022 9:45,50.11000061,76.19999695,,25.5,
12/23/2022 9:50,,,0.699999988,,31
12/23/2022 9:55,50.61000061,95.19999695,,25.60000038,
12/23/2022 10:00,,,0.699999988,,33.09999847
12/23/2022 10:05,50.65000153,92.40000153,,25.60000038,
12/23/2022 10:10,,,0.709999979,,33.29999924
12/23/2022 10:15,51.02000046,101.1999969,,25.89999962,
12/23/2022 10:20,,,0.709999979,,34.29999924
12/23/2022 10:25,51.24000168,107,,26,
12/23/2022 10:30,,,0.720000029,,35.40000153
12/23/2022 10:35,51.45999908,109.8000031,,26.10000038,
12/23/2022 10:40,,,0.720000029,,36.29999924
12/23/2022 10:45,51.66999817,114.1999969,,26.20000076,
12/23/2022 10:50,,,0.730000019,,37.09999847
12/23/2022 10:55,51.86999893,118.5999985,,26.29999924,
12/23/2022 11:00,,,0.74000001,,37.70000076
12/23/2022 11:05,51.63000107,96.80000305,,26.5,
12/23/2022 11:10,,,0.74000001,,38.40000153
12/23/2022 11:15,52.24000168,124.5999985,,26.70000076,
12/23/2022 11:20,,,0.75,,39.29999924
12/23/2022 11:25,51.34999847,68.80000305,,26.79999924,
12/23/2022 11:30,,,0.75999999,,38.09999847
12/23/2022 11:35,50.27999878,35.20000076,,27,
12/23/2022 11:40,,,0.75999999,,32.70000076
12/23/2022 11:45,50.5,41,,27,
12/23/2022 11:50,,,0.75999999,,30.70000076
12/23/2022 11:55,52.74000168,133.3999939,,27,
12/23/2022 12:00,,,0.769999981,,37.59999847
12/23/2022 12:05,52.88999939,137.8000031,,27.20000076,
12/23/2022 12:10,,,0.769999981,,39.79999924
12/23/2022 12:15,53.04000092,140.6000061,,27.29999924,
12/23/2022 12:20,,,0.779999971,,41.09999847
12/23/2022 12:25,53,131.8000031,,27.60000038,
12/23/2022 12:30,,,0.790000021,,42.09999847
12/23/2022 12:35,53.20999908,139.1999969,,27.79999924,
12/23/2022 12:40,,,0.790000021,,41.90000153
12/23/2022 12:45,53.25999832,133.3999939,,27.89999962,
12/23/2022 12:50,,,0.790000021,,42.40000153
12/23/2022 12:55,53.40999985,133.3999939,,28.20000076,
12/23/2022 13:00,,,0.790000021,,42.59999847
12/23/2022 13:05,53.54000092,131.8000031,,28.29999924,
12/23/2022 13:10,,,0.800000012,,43.09999847
12/23/2022 13:15,53.66999817,130.3999939,,28.39999962,
12/23/2022 13:20,,,0.810000002,,43.09999847
12/23/2022 13:25,53.77999878,127.4000015,,28.70000076,
12/23/2022 13:30,,,0.810000002,,43
12/23/2022 13:35,53.93000031,1200,,28.79999924,
12/23/2022 13:40,,,0.819999993,,43.09999847
12/23/2022 13:45,54.16999817,1550,,28.89999962,
12/23/2022 13:50,,,0.829999983,,43.20000076
12/23/2022 13:55,540,2300,,29.10000038,
12/23/2022 14:00,,,0.829999983,,43
12/23/2022 14:05,560,105.5999985,,29.29999924,
12/23/2022 14:10,,,0.839999974,,42.79999924
12/23/2022 14:15,580,111.4000015,,29.39999962,
12/23/2022 14:20,,,0.850000024,,42.70000076
12/23/2022 14:25,54.54000092,104,,29.5,
12/23/2022 14:30,,,0.850000024,,42.40000153
12/23/2022 14:35,54.59999847,99.59999847,,29.60000038,
12/23/2022 14:40,,,0.860000014,,42.09999847
12/23/2022 14:45,54.54000092,92.40000153,,29.89999962,
12/23/2022 14:50,,,0.860000014,,41.29999924
12/23/2022 14:55,54.31999969,82,,30,
12/23/2022 15:00,,,0.870000005,,41.20000076
12/23/2022 15:05,54.59999847,85,,30.10000038,
12/23/2022 15:10,,,0.870000005,,41.09999847
12/23/2022 15:15,54.40999985,76.19999695,,30.20000076,
12/23/2022 15:20,,,0.879999995,,41
12/23/2022 15:25,54.68999863,79.19999695,,30.39999962,
12/23/2022 15:30,,,0.879999995,,40.40000153
12/23/2022 15:35,53.93000031,57.20000076,,30.5,
12/23/2022 15:40,,,0.879999995,,39
12/23/2022 15:45,54.49000168,66,,30.60000038,
12/23/2022 15:50,,,0.889999986,,38.20000076
12/23/2022 15:55,53.86000061,49.79999924,,30.70000076,
12/23/2022 16:00,,,0.889999986,,36.70000076
12/23/2022 16:05,53.61999893,44,,30.89999962,
12/23/2022 16:10,,,0.889999986,,36
